10 0
9 1
6 4
5 5
7 3
6 4
5 5
5 5
5 5
4 6
5 5
6 4
5 5
4 6
3 7
4 6
3 7
3 7
3 7
3 7
2 8
4 6
5 5
3 7
5 5
6 4
5 5
5 5
0 10
0 10
0 10
0 10
0 10
0 10
0 10
